1.9482442,19482442000,1.9482442,1980,,0,
1.901695,19016950000,1.901695,1981,,0,
1.8865373,18865373000,1.8865373,1982,,0,
1.89859,18985900000,1.89859,1983,,0,
1.964173,19641730000,1.964173,1984,,0,
2.0305132,20305132000,2.0305132,1985,,0,
2.0607515,20607515000,2.0607515,1986,,0,
2.1245784,21245784000,2.1245784,1987,,0,
2.2077385,22077385000,2.2077385,1988,,0,
2.237897,22378970000,2.237897,1989,,0,
2.27527,22752700000,2.27527,1990,,0,
2.3229475,23229475000,2.3229475,1991,,0,
2.2567199,22567199000,2.2567199,1992,,0,
2.279835,22798350000,2.279835,1993,,0,
2.3034776,23034776000,2.3034776,1994,,0,
2.3524491,23524491000,2.3524491,1995,,0,
2.4250161,24250161000,2.4250161,1996,,0,
2.4395952,24395952000,2.4395952,1997,,0,
2.4330945,24330945000,2.4330945,1998,,0,
2.4833495,24833495000,2.4833495,1999,,0,
2.5501286,25501286000,2.5501286,2000,,0,
2.567493,25674930000,2.567493,2001,,0,
2.6248288,26248288000,2.6248288,2002,,0,
2.764865,27648650000,2.764865,2003,,0,
2.8620194,28620194000,2.8620194,2004,,0,
2.9592103,29592103000,2.9592103,2005,,0,
3.0605767,30605767000,3.0605767,2006,,0,
3.1499735,31499735000,3.1499735,2007,,0,
3.2041902,32041902000,3.2041902,2008,,0,
3.1493265,31493265000,3.1493265,2009,,0,
3.330633,33306330000,3.330633,2010,,0,
3.443647,34436470000,3.443647,2011,,0,
3.493545,34935450000,3.493545,2012,,0,
3.523247,35232470000,3.523247,2013,,0,
3.5466195,35466195000,3.5466195,2014,,0,
3.5463213,35463213000,3.5463213,2015,,0,
3.5460026,35460026000,3.5460026,2016,,0,
3.6025455,36025455000,3.6025455,2017,,0,
3.6766945,36766945000,3.6766945,2018,,0,
3.7040103,37040103000,3.7040103,2019,,0,
3.5007738,35007738000,3.5007738,2020,,0,
3.6816544,36816544000,3.6816544,2021,,0,
3.7149786,37149786000,3.7149786,2022,,0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
